question,volume,suspicion_score,surprise_score,late_move_ratio,price_volatility,max_single_move,total_price_move,price_momentum_6h,price_momentum_12h,new_wallet_ratio,new_wallet_ratio_6h,burst_score,directional_consensus,order_flow_imbalance,wallet_concentration,wallet_age_median_days,cross_market_wallet_flag,label,is_labeled_only,label_weight,is_confirmed,is_positive,pu_prob,iso_score,ocsvm_score,insider_trading_prob,end_date
"Will Elon Musk post 160-179 tweets from November 14 to November 21, 2025?",1517050.436251,-0.057377970222854735,0.714,0.020480225988700505,0.03489394784482509,0.15899999999999997,0.708,0.21150000000000002,0.248,0.22798616416934944,0.11923570031931915,0.0500023475280529,0.7284952739058922,0.5723526930784064,0.9077754001885301,302.0,15.0,,False,0.0,False,False,0.023628741631729646,0.27809774805826304,0.13276754479668845,0.05817995258604808,2025-11-21T17:00:00Z
"Will Elon Musk post 300-319 tweets from December 19 to December 26, 2025?",1044612.322335,-0.15659029026440718,0.215,0.0,0.022201138091196556,0.09,0.2145,-0.069,-0.0405,0.16289886277884932,0.0,0.0421831748706222,0.813807585408227,0.6276151708164539,0.918745105727917,246.0,15.0,,False,0.0,False,False,0.004762446471683506,0.03751605503489465,0.686181014749007,0.14268384055530878,2025-12-26T17:00:00Z
"Will Elon Musk post 320-339 tweets from December 19 to December 26, 2025?",1516822.476848,0.014600144900338008,0.325,0.8767334360554698,0.08701740484546142,0.55,0.3245,-0.1645,-0.7095,0.2963592923613497,0.06041714632461567,0.1011256110139468,0.6602351509381537,0.462598709888048,0.9178590377198308,219.0,19.0,,False,0.0,False,False,0.004817654340136239,0.5297316171622598,0.03209572604191899,0.03651896682159897,2025-12-26T17:00:00Z
"Will Elon Musk post 220-239 tweets from November 28 to December 5, 2025?",1148302.047346,-0.15117817147867463,0.27,0.0,0.03829614438238154,0.21,0.2695,-0.017499999999999998,-0.012,0.004081048399880641,0.0,0.0564522804403609,0.6936819703420244,0.38736394068404895,0.9000450542791323,383.5,15.0,,False,0.0,False,False,0.027224514578715765,0.053142338396068724,0.6787138260422391,0.1588182680622881,2025-12-05T17:00:00Z
"Will Elon Musk post 260-279 tweets from November 28 to December 5, 2025?",1270888.826864,-0.0050219673202889226,0.83,0.6344086021505377,0.06773597319211175,0.29500000000000004,0.46499999999999997,-0.20499999999999996,0.14500000000000002,0.21366070582304467,0.09455581340992408,0.1387831550963688,0.6902659459644751,0.3976668393001828,0.8831763571694546,416.0,17.0,,False,0.0,False,False,0.005036701280121773,0.37657150666129446,0.11481359636928591,0.04556882056701324,2025-12-05T17:00:00Z
"Will Elon Musk post 240-259 tweets from November 28 to December 5, 2025?",1897588.199562,0.027587925843217342,0.3,5.088235294117647,0.08049651123189759,0.346,0.068,0.303,-0.007000000000000006,0.2596409537774587,0.09468544471506067,0.1306274370790499,0.5368266579548606,0.21540221525457434,0.8875003064994793,342.0,16.0,,False,0.0,False,False,0.009644426191346579,0.43293778869780786,0.0333028637754722,0.03554078183349477,2025-12-05T17:00:00Z
Will Bhumjaithai Party (BJT) win the most seats in the 2026 Thai legislative election?,3057800.920596,-0.14489191850592514,0.28,0.14285714285714285,0.01515086389446431,0.06,0.03500000000000003,0.04000000000000001,0.06,0.013028149642985352,0.00212274179710996,0.0407190954135433,0.6767662631574648,0.3549359457729259,0.9330786345644635,315.5,15.0,,False,0.0,False,False,0.02026820038719159,0.03669297188598952,0.8086817635693139,0.17877215159855595,2026-02-08T00:00:00Z
Will People’s Party (PPLE) win the most seats in the 2026 Thai legislative election?,6981656.439055,-0.14077615945207844,0.29500000000000004,0.5,0.012355019337724189,0.04999999999999993,0.030000000000000027,-0.030000000000000027,-0.05500000000000005,0.030713507411520593,0.015149232859063994,0.0267458049388143,0.7609183459564437,0.5031288648569905,0.9210898744935143,373.0,12.0,,False,0.0,False,False,0.011598548294390477,0.03976114218701755,0.9318163572975194,0.19705023978964764,2026-02-08T00:00:00Z
Lord Miles completes 40-day water fast in the desert?,14296822.328016,-0.11537953581479526,0.225,0.01830663615560641,0.02176999861061486,0.13,0.2185,-0.0585,-0.0585,0.06395537103501928,0.021458469996002823,0.011714800650578,0.6502925505127982,0.4996898397490398,0.9536717908190333,523.0,11.0,,False,0.0,False,False,0.03250601863526783,0.04947379956847013,0.8544765516956053,0.19774851429399545,2025-09-30T00:00:00Z
"Will Elon Musk post 280-299 tweets from February 20 to February 27, 2026?",1445610.541966,-0.15035097392958585,0.285,0.0,0.024415596579553712,0.10999999999999999,0.2845,-0.037,-0.026,0.10031090964477714,0.0,0.0885970018920099,0.7804918625743354,0.5609837251486709,0.9057568547138322,452.5,17.0,,False,0.0,False,False,0.011341364687143916,0.06642113893916621,0.6431266314790349,0.14045240675812326,2026-02-27T17:00:00Z
"Will Elon Musk post 300-319 tweets from February 20 to February 27, 2026?",1191122.224443,-0.03953024822874707,0.665,0.31034482758620696,0.06743391827065467,0.315,0.5800000000000001,0.17500000000000004,0.3500000000000001,0.12896023025218,0.0646212894344638,0.0916654502992263,0.7281111927200018,0.3491086767860615,0.8935003867341622,241.0,18.0,,False,0.0,False,False,0.004861684039416575,0.33234389313799617,0.11434304683239511,0.043132067052941266,2026-02-27T17:00:00Z
"Will Elon Musk post 320-339 tweets from February 20 to February 27, 2026?",1125087.596809,-0.08592112681787611,0.215,1.269230769230769,0.05619378132233897,0.28,0.13,-0.15499999999999997,-0.25999999999999995,0.11605066991956274,0.03869119477625637,0.1013680736972363,0.5390866498438354,0.09520634619820849,0.8970831184759696,203.0,17.0,,False,0.0,False,False,0.00582065282079136,0.2953985444189032,0.2574509762589491,0.0706256120883285,2026-02-27T17:00:00Z
"Will Elon Musk post 320-339 tweets from April 10 to April 17, 2026?",1024670.6449469973,-0.11337264323778073,0.235,0.6237373737373738,0.03774550182595641,0.1435,0.19799999999999998,-0.214,-0.258,0.17553489741163955,0.1245088401356068,0.0354566619594672,0.5596421611487422,0.11928432229748487,0.887100575794094,307.0,16.0,,False,0.0,False,False,0.005874123408742453,0.19290348227585877,0.4043156369133712,0.09491389405302403,2026-04-17T16:00:00Z
Will Mikie Sherrill win the New Jersey Governor Election in 2025,7479198.557189,-0.1286706242883005,0.16500000000000004,0.0,0.0037581961133310022,0.010000000000000009,0.020000000000000018,-0.010000000000000009,-0.020000000000000018,0.05800843100827815,0.025025923656880073,0.0138290824776416,0.8377667604384507,0.6755335208769014,0.9388247895458544,321.0,14.0,,False,0.0,False,False,0.02595710904208986,0.10668562439819795,0.8032137620939919,0.18544486542027566,2025-11-04T00:00:00Z
Will Jack Ciattarelli win the New Jersey Governor Election in 2025,6037389.579269,-0.12206683595983259,0.165,0.25,0.0032477313877603722,0.010000000000000009,0.020000000000000018,0.01999999999999999,0.01999999999999999,0.01192889489746232,0.00675413963742005,0.0200836820083682,0.8061401984685296,0.612280396937059,0.9321692341694692,488.0,14.0,,False,0.0,False,False,0.017891172616290498,0.11457529982715518,0.7970207206277603,0.1785512885791277,2025-11-04T00:00:00Z
Government shutdown on Saturday?,13550398.086217,0.07386376014378271,0.83,0.007942238267148023,0.08310110587771193,0.5715,0.6924999999999999,-0.10249999999999998,-0.07899999999999999,0.03248191568886024,0.018309944443176445,0.0600002744124144,0.5082021349931936,0.5607936871934204,0.9537133890000336,403.5,15.0,,False,0.0,False,False,0.007896303053042685,0.4436442283238724,0.05521654522784342,0.039147747751544316,2026-02-14T00:00:00Z
Will Zohran Mamdani win by 0-10%?,5322836.34127,-0.0955217740342389,0.195,0.7142857142857144,0.009279132973343204,0.05000000000000002,0.07,0.11000000000000001,0.10500000000000001,0.10267810278504189,0.07130942143211534,0.0499407816818002,0.7945028188458064,0.5890056376916127,0.9190200491915705,551.0,18.0,,False,0.0,False,False,0.0052863916900823555,0.1703216497604673,0.5706770809939258,0.12661629245437028,2025-11-04T00:00:00Z
Will Zohran Mamdani win by 10-20%?,2271173.857522,-0.14322670215441158,0.465,0.2,0.008703922199609686,0.03999999999999998,0.025000000000000022,-0.03999999999999998,-0.020000000000000018,0.03284263708005115,0.014797506903630084,0.0442477876106194,0.5266354485152664,0.01845171602639667,0.9069144617908986,360.0,18.0,,False,0.0,False,False,0.0063646317660427665,0.17355637394455528,0.5793072104172315,0.12931273460520615,2025-11-04T00:00:00Z
Will Zohran Mamdani win by 20-30%?,1479606.415867,-0.12637088459926799,0.255,0.28571428571428553,0.01026802426554354,0.04000000000000001,0.07,-0.09999999999999998,-0.10999999999999999,0.04592812578478333,0.03136016147178048,0.049891966214889,0.7166295659535844,0.43325913190716914,0.9209098383860663,516.0,20.0,,False,0.0,False,False,0.0018706667507520567,0.1567436493573406,0.5484145522572065,0.11892309298237237,2025-11-04T00:00:00Z
US government shutdown by October 1?,13491651.789377,-0.08409235686243233,0.385,0.0,0.027566537472630978,0.135,0.31000000000000005,0.09000000000000008,0.14,0.10944623295571942,0.038426167675237446,0.0318299465829616,0.7943305125426556,0.5951384474931287,0.9550003894309658,541.0,14.0,,False,0.0,False,False,0.06779493608843054,0.10764343669208563,0.6520769527071048,0.18664376444234815,2025-10-01T00:00:00Z
"Will Elon Musk post 100-119 tweets from May 8 to May 15, 2026?",1011099.2161690006,-0.09223218890305701,0.4415,0.0,0.058689829031494306,0.3105,0.441,0.0,0.0,2.5247536222672175e-05,0.0,0.0575438596491228,0.5499849048625075,0.2561861230809397,0.9014699003486926,194.0,16.0,,False,0.0,False,False,0.03402591786243278,0.20773031945707204,0.31464823029744965,0.09883560042916811,2026-05-15T16:00:00Z
"Will Elon Musk post 120-139 tweets from May 8 to May 15, 2026?",1101039.7721579988,0.1138917346862014,0.36,2.2878998609179417,0.1229885406045531,0.8225,0.3595,-0.6075,-0.5850000000000001,0.07104184230287507,0.048760187730460446,0.0679185679185679,0.5082852538915265,0.20511310647626307,0.8969263377999919,268.0,17.0,,False,0.0,False,False,0.007914069953368099,0.7943865239082432,0.0026147656431008705,0.04617783178905841,2026-05-15T16:00:00Z
"Will Elon Musk post 460-479 tweets from December 5 to December 12, 2025?",1011886.077232,-0.10818379666566841,0.2455,0.20689655172413796,0.026491113331815194,0.09199999999999997,0.23199999999999998,-0.174,-0.3535,0.2825959896110681,0.21753437308195514,0.0352147852147852,0.6298972196015981,0.25979443920319606,0.9094039768205298,437.5,18.0,,False,0.0,False,False,0.003989520560193569,0.27157025319383393,0.30086221016335224,0.07674309511250732,2025-12-12T17:00:00Z
"Will Elon Musk post 500+ tweets from December 5 to December 12, 2025?",1507073.40151,-0.1536660267728639,0.2275,0.0,0.012374439550436827,0.051500000000000004,0.227,-0.004,-0.018,0.13250196019564975,0.0933442329653724,0.054023497026004,0.8303980309038742,0.6607960618077485,0.8929716884439773,353.0,16.0,,False,0.0,False,False,0.0070258370225303405,0.056927748889237,0.7302430846551222,0.15416438214238404,2025-12-12T17:00:00Z
"Will Elon Musk post 200-219 tweets from March 24 to March 31, 2026?",1487066.9673469968,-0.11266903188528049,0.372,0.22072678331090176,0.03258728282459829,0.11699999999999997,0.3715,-0.1085,-0.0825,0.14940485065122347,9.605888475514978e-09,0.060782448088655,0.7694724939973273,0.5389449879946547,0.8994587088980095,235.5,17.0,,False,0.0,False,False,0.011545789150051654,0.12925958553914835,0.49020953116845833,0.11316422737318783,2026-03-31T16:00:00Z
"Will Elon Musk post 220-239 tweets from March 24 to March 31, 2026?",1370342.2748509957,-0.06988481726983653,0.7715,0.09773755656108606,0.062489407689681316,0.27699999999999997,0.5525,0.012500000000000067,0.08300000000000007,0.2000061020145336,0.071195441725147,0.0635542409465185,0.6832708539575724,0.3266847338393771,0.8823598598416806,268.0,17.0,,False,0.0,False,False,0.006551030316140445,0.24170376787073117,0.1571794731252075,0.048434355755683396,2026-03-31T16:00:00Z
Will South Korea presidential election winner get over 50% of votes?,13094030.56774,-0.09007434087518629,0.345,0.0,0.01794312224877278,0.08000000000000007,0.0,0.15000000000000002,0.11499999999999999,0.12573373027312043,0.1018112051313961,0.0814259277296191,0.7480235053820847,0.4895265100424282,0.9127191714227127,436.5,9.0,,False,0.0,False,False,0.0177943205656735,0.15318241626601134,0.803435574476825,0.1816919761329207,2025-06-03T12:00:00Z
Will the Conservative Party win the most seats in the next Canadian election?,3398500.815959,-0.14229891888530616,0.195,0.3333333333333339,0.004103681174890614,0.014999999999999986,0.014999999999999986,-0.0050000000000000044,-0.0050000000000000044,0.021786676249168347,0.005140753547319712,0.0080333234156501,0.6650940450102598,0.4850340279286205,0.9452216534015314,462.5,16.0,,False,0.0,False,False,0.01858831572185931,0.078356518393663,0.7513227377810408,0.16812361026728578,2025-04-28T12:00:00Z
Will the Liberal Party win the most seats in the next Canadian election?,5152025.201466,-0.13685294356337113,0.1985,0.16666666666666666,0.0036625729922412256,0.01750000000000007,0.01200000000000001,0.0050000000000000044,0.0024999999999999467,0.011540970007680255,0.0040297262165654435,0.0144621638524077,0.7545789849853781,0.5368111760026171,0.9597962924629384,472.0,12.0,,False,0.0,False,False,0.23163583066614604,0.08891899685313055,0.8766499663460428,0.3535028161114746,2025-04-28T12:00:00Z
"Will Elon Musk post 120-139 tweets from November 4 to November 11, 2025?",1027135.112421,0.07012668363272834,0.2675,2.792134831460674,0.11547291703112762,0.7455,0.267,-0.2585,-0.2125,0.255624214081936,0.20496077615152422,0.0523340713175373,0.6441165834074118,0.34173961095465305,0.9125389528608261,532.0,17.0,,False,0.0,False,False,0.003216353750442549,0.5973652829081538,0.021010249678659217,0.03648257939397145,2025-11-11T17:00:00Z
"Will Elon Musk post 160-179 tweets from November 4 to November 11, 2025?",1146032.382302,-0.1536857620160918,0.195,0.029255319148936167,0.012672557262051807,0.07,0.188,-0.0065,-0.0525,0.3138872175117782,0.268837260479409,0.0757759543346414,0.8229101655407122,0.6458203310814244,0.9079682701400473,377.0,15.0,,False,0.0,False,False,0.01506356903570323,0.14819654482316752,0.5187415406513605,0.12245581214820789,2025-11-11T17:00:00Z
"Will Elon Musk post 240-259 tweets from April 14 to April 21, 2026?",1028750.5135510012,-0.11811226343558773,0.305,0.020168067226890758,0.0276389592922676,0.14,0.2975,-0.07750000000000001,-0.2975,0.25170251035822505,0.14881403725964754,0.0917407213800313,0.6906173392699566,0.3813956483242997,0.8938779461261162,167.0,14.0,,False,0.0,False,False,0.05228657051227394,0.1435272042055885,0.3925351004677934,0.12489830818804357,2026-04-21T16:00:00Z
"Will Elon Musk post 220-239 tweets from April 17 to April 24, 2026?",1071321.8694929997,-0.1343788837055907,0.305,0.03482587064676617,0.018729290660767166,0.08000000000000002,0.3015,-0.033499999999999995,-0.17149999999999999,0.3910536082432817,0.3228001238808472,0.0617121354656632,0.7458723029849748,0.4917446059699488,0.9099921264321802,162.5,13.0,,False,0.0,False,False,0.028334160472022946,0.27533213585865646,0.3160179137557019,0.09822080989809041,2026-04-24T16:00:00Z
Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?,1602204.389616,-0.15466002981816968,0.27,0.4,0.019431718154582018,0.07999999999999996,0.025000000000000022,0.0,0.0,0.019514832830180476,0.011918632287659,0.0127571202531645,0.7257364810101761,0.4493110962846369,0.9066155128764417,375.5,7.0,,False,0.0,False,False,0.06893694400086778,0.04171785163608129,1.0,0.2537886005824549,2025-10-26T12:00:00Z
Will UP win the most seats in the Chamber of Deputies following the 2025 Argentina election?,1257273.861156,-0.1617047285293539,0.255,0.20000000000000023,0.01405383170542276,0.065,0.04999999999999999,0.0,0.015000000000000013,0.03569723210198124,0.015419341035994029,0.043026706231454,0.5308799045826372,0.07189852610229962,0.8551850195519337,582.0,11.0,,False,0.0,False,False,0.008273869690763373,0.10884088447947095,0.6571181160444568,0.14307106970093744,2025-10-26T12:00:00Z
"Will Elon Musk post 220-239 tweets from April 3 to April 10, 2026?",1310579.6618189923,-0.08434469157165675,0.26,1.6666666666666698,0.03512005648268435,0.17500000000000002,0.02999999999999997,0.12499999999999997,0.18999999999999997,0.2420086542318449,0.08142917335920707,0.0823253999219664,0.6723739313821117,0.3422454403439471,0.8960296823019707,179.5,13.0,,False,0.0,False,False,0.006666951740114724,0.1970908224024129,0.4081645617972074,0.09648766728464817,2026-04-10T16:00:00Z
"Will Elon Musk post 260-279 tweets from April 3 to April 10, 2026?",1053141.5635240008,-0.13564317750860921,0.225,0.13924050632911392,0.023548404271839737,0.09000000000000002,0.1975,-0.0975,-0.2275,0.3040727891967887,0.20169997237012768,0.0508276442532497,0.7298368305087595,0.4596736610175188,0.8960372167053763,124.5,11.0,,False,0.0,False,False,0.009709785145126614,0.18041963082861354,0.4317270150983918,0.102648723419954,2026-04-10T16:00:00Z
"Will Elon Musk post 260-279 tweets from March 20 to March 27, 2026?",1005340.7541959989,-0.024875986656869187,0.6995,0.088560885608856,0.055996566234517556,0.3390000000000001,0.6775,0.3215,0.39149999999999996,0.2691735747083414,0.19609751230486597,0.0610708868729073,0.7028028896594559,0.446927577746911,0.8798166029126073,141.0,14.0,,False,0.0,False,False,0.015411460932704877,0.3824370869798711,0.054402543209765813,0.04156095869047538,2026-03-27T16:00:00Z
"Will Elon Musk post 280-299 tweets from March 20 to March 27, 2026?",1004138.9486180007,-0.08727217657215314,0.275,0.20477137176938368,0.0480545002603721,0.325,0.2515,-0.27649999999999997,-0.2965,0.17851606557212388,0.13884021386247694,0.0778965430951274,0.5856266813450519,0.16870261885658552,0.8993035552564004,185.0,16.0,,False,0.0,False,False,0.004460436791749751,0.29565577442496715,0.22702876867721145,0.06353387005050296,2026-03-27T16:00:00Z
"Will Elon Musk post 180-199 tweets from April 28 to May 5, 2026?",1010134.814358999,-0.1448611610014845,0.1845,0.03825136612021859,0.009000540701025654,0.04199999999999998,0.183,-0.006500000000000001,-0.031,0.4091784806918142,0.2612461952947815,0.0605909969621651,0.8727888656288345,0.7455777312576688,0.9340344802056539,114.0,14.0,,False,0.0,False,False,0.06942263037989388,0.23819768485712559,0.32198041248568443,0.12837293952491358,2026-05-05T16:00:00Z
"Will Elon Musk post 140-159 tweets from April 28 to May 5, 2026?",1230897.6119879952,-0.03555583371384036,0.6605,0.19312602291325714,0.07015350981160083,0.45899999999999996,0.3055,-0.21550000000000002,0.125,0.18615673918219197,0.13900772223205785,0.0800751879699248,0.6828699667633543,0.3112621994182198,0.8887356353084217,268.0,14.0,,False,0.0,False,False,0.006888247374938639,0.30057044905933417,0.17644849573765317,0.05548440713170132,2026-05-05T16:00:00Z
Israel strike on Iran on June 24?,2042694.827628,0.07345473557606585,0.39,0.0025873221216041417,0.12116553069694498,0.79,0.38650000000000007,0.07200000000000006,0.6745000000000001,0.022569903178796823,0.0,0.2300945698596705,0.696501051617678,0.5167113563460006,0.8926847205690249,604.0,11.0,,False,1.0,True,True,0.8775404813968545,0.7198196300991571,0.3364677232259871,0.7614398871977961,2025-06-25T00:00:00Z
Israel strike on Iran on June 22?,3651331.274238,-0.15454827586127406,0.25,0.018867924528301667,0.026647496545549296,0.13450000000000006,0.23850000000000005,-0.0040000000000000036,0.009500000000000064,0.12941193208211532,0.07548165998899772,0.0695494405805866,0.9678617343374105,0.9357194453494255,0.9528356226581003,535.5,8.0,,False,1.0,True,True,0.9528602278126144,0.17508689315064777,0.7807108610596128,0.8795416877289158,2025-06-23T00:00:00Z
"US x Iran meeting by April 10, 2026?",7115644.975113006,-0.0028146553865761037,0.7395,0.12086776859504131,0.09126920497329095,0.33699999999999997,0.48400000000000004,0.022999999999999993,-0.311,0.05780033128894774,0.014295595217524779,0.0622990565540504,0.6095745944062253,0.36276705346514637,0.8667110396234476,346.0,9.0,,False,0.0,False,False,0.010385741477559851,0.40569615043652146,0.15719016057961754,0.059512145745919474,2026-04-10T00:00:00Z
Lisa Cook out as Fed Governor by December 31?,2153774.445234,-0.1521688409001904,0.26,0.0,0.0033303140090422414,0.015000000000000013,0.024999999999999967,0.0,0.004999999999999949,1.8917429783428192e-05,1.4301170707549839e-05,0.0152194809355975,0.7562291177579418,0.5123571669975931,0.936249145837216,452.0,16.0,,False,0.0,False,False,0.09933591780207468,0.08130286675337167,0.7736540825931638,0.23329789820785735,2025-09-30T00:00:00Z
U.S. Government funding lapse on March 15?,9824901.649265,-0.036021210012537,0.585,0.021739130434782625,0.0456329660129988,0.19500000000000006,0.46,-0.020000000000000018,0.505,0.1777653047619462,0.00787182692260614,0.0684833639518269,0.5628472556474976,0.43193159321913177,0.9294055213035337,450.5,9.0,,False,0.0,False,False,0.04028096680770526,0.2794346022894047,0.31024398023570343,0.10623125126738986,2025-03-15T12:00:00Z
Will Khamenei leave Iran by March 31?,1672175.328228,-0.11114185230031065,0.195,0.0,0.016036682711669168,0.06999999999999998,0.13,0.18000000000000002,0.155,0.09352663606699133,0.054015432366842316,0.0927876823338735,0.7555891828566746,0.5111783657133488,0.8860367985470439,457.0,12.0,,False,0.0,False,False,0.019987671870454183,0.14614367404194056,0.7309134961500157,0.1684806368349408,2026-01-09T00:00:00Z
Will Elon tweet 900 or more times Feb 21-28?,1115054.594909,-0.15661009078524318,0.2465,0.0,0.025254413936348776,0.12449999999999997,0.246,-0.001,-0.004999999999999999,0.03660438948296846,0.0007174853288073493,0.0210128596049317,0.7914744185987731,0.5798111458813409,0.9380415647914628,561.0,13.0,,False,0.0,False,False,0.13383188963249124,0.046387001019262714,0.7717918874455503,0.25705164476444164,2025-02-28T12:00:00Z
"Will a U.S. anti-cartel operation outside of the United States occur by April 30, 2026?",8284127.671512002,-0.10862126559046376,0.15,0.0,0.016722781646143933,0.095,0.009999999999999981,0.04500000000000001,0.04000000000000001,0.013499719268288178,0.003592116900756537,0.0440894568690095,0.7701424151739836,0.42225951596524564,0.7886385733203589,171.5,3.0,,False,0.0,False,False,0.10608631357380655,0.13558667478522435,0.7067546728861211,0.22769500349684035,2026-04-30T00:00:00Z
Will the All India Trinamool Congress (AITC) win the most seats in the 2026 West Bengal Legislative Assembly election?,2794772.4588460033,-0.09822555027015861,0.48150000000000004,2.2068965517241463,0.02407530719384582,0.15649999999999997,0.014499999999999957,-0.02400000000000002,-0.03749999999999998,0.0005935892389244107,0.00031281293158993994,0.03126227081886,0.5382670452133592,0.013336967070207978,0.5562683928116086,329.0,11.0,,False,0.0,False,False,0.027922424503928713,0.21594901296062702,0.5391036481994154,0.13955999866586097,2026-04-29T00:00:00Z
Will the Bharatiya Janata Party (BJP) win the most seats in the 2026 West Bengal Legislative Assembly election?,2357788.7330740048,-0.12371612654950193,0.4815,0.0,0.02520405182024385,0.15799999999999997,0.0,-0.0050000000000000044,0.01899999999999996,0.010050122505078179,0.004000803012429526,0.0273464052287581,0.5228788029303015,0.06253424508093794,0.6701486255632532,280.5,10.0,,False,0.0,False,False,0.08320612691806498,0.1218578997193961,0.7476778390382484,0.2180330579821682,2026-04-29T00:00:00Z
Will Israel strike Gaza on November 9?,1280815.920308,-0.14685720025332244,0.4,0.14285714285714285,0.010389647317872217,0.050000000000000044,0.03500000000000003,0.0,-0.05500000000000005,0.08862033424509955,0.07392750967461183,0.1134020618556701,0.5033487439325233,0.00669748786504623,0.6199642859160259,296.5,3.0,,False,0.0,False,False,0.034292761715697354,0.2581589632454122,0.62149427739149,0.16292637492734163,2025-11-07T00:00:00Z
Will Lee Jun-seok win between 5% and 8% of the vote in the South Korea election?,1398835.848873,-0.13423002452314142,0.285,1.0,0.006300890593600352,0.034999999999999976,0.034999999999999976,-0.03999999999999998,-0.025000000000000022,0.02416223827937767,0.013469157905006371,0.0258735072976559,0.573810145179151,0.14762029035830163,0.8207712138627508,422.0,16.0,,False,0.0,False,False,0.0052594761497771056,0.08099308898376369,0.6671493283904291,0.14142412723960684,2025-06-02T12:00:00Z
Will Lee Jun-seok win between 8% and 11% of the vote in the South Korea election?,1732964.651788,-0.10821556940666222,0.585,0.33333333333333354,0.010326275231804048,0.04999999999999999,0.09000000000000002,0.0050000000000000044,0.08000000000000002,0.03375548141349026,0.013307748904400857,0.0195204752811372,0.537408321984526,0.03547102160057626,0.8469062862394223,422.0,17.0,,False,0.0,False,False,0.006320553564064969,0.19289315060554202,0.5525276110044728,0.12489059490422039,2025-06-02T12:00:00Z
Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,1129305.98633,-0.15490186554719854,0.3,0.15151515151515127,0.020572938841713403,0.13,0.16500000000000004,-0.02999999999999997,-0.034999999999999976,0.030025101645298362,0.016380282771060708,0.0322144627168281,0.6837486351491793,0.29127763605792445,0.9212801315932302,659.5,8.0,,False,0.0,False,False,0.040537404065413174,0.15463739381857172,0.6948105439497813,0.17709703152994474,2025-03-04T12:00:00Z
"Jerome Powell out as Fed Chair by May 15, 2026?",1185656.0985100018,-0.1430966231924734,0.215,0.0,0.018658009590122347,0.10000000000000003,0.015000000000000013,-0.009999999999999981,0.07,0.0028216692295279944,0.0006444830802732911,0.0393638797039836,0.6301734105040337,0.4227630953271714,0.8808732736037059,199.0,8.0,,False,0.0,False,False,0.09433317806180232,0.06951239080859471,0.8182040452044071,0.2378663121276629,2026-05-15T00:00:00Z
Will Rafael López Aliaga finish in second place in the first round of the 2026 Peruvian presidential election?,2015431.5591680033,-0.16313444094396368,0.24,0.0,0.014053522235012616,0.06999999999999999,0.07499999999999998,0.0,0.0,0.126175963644581,0.1254948264910642,0.0944326990838618,0.7247384038014608,0.44100461321546036,0.7367092132942814,207.0,7.0,,False,0.0,False,False,0.02119702865162039,0.08682531388100881,0.749581896780441,0.17015541653885394,2026-04-12T00:00:00Z
Will Mikie Sherrill win by less than 3%?,1447753.182649,-0.1497517678014107,0.265,0.25,0.00400881780455676,0.015000000000000013,0.020000000000000018,0.010000000000000009,0.0,0.010482924109233181,0.005868540000390037,0.0513853904282115,0.7097490861585778,0.4194981723171558,0.859385328875212,418.5,17.0,,False,0.0,False,False,0.004992427503697428,0.06905278494911359,0.7354260425402156,0.15428216838327188,2025-11-04T00:00:00Z
Will Mikie Sherrill win by 6-9%?,2546236.270508,-0.13758709353731302,0.205,0.5,0.005325528089695248,0.020000000000000018,0.010000000000000009,-0.01999999999999999,-0.035,0.032734508896198285,0.013488310220821646,0.0827250608272506,0.6478658396624817,0.29573167932496314,0.8642747186494069,370.0,17.0,,False,0.0,False,False,0.0031424583370691793,0.10747727523952794,0.6580894957614348,0.13934860666706525,2025-11-04T00:00:00Z
"Trump announces US x Iran ceasefire end by April 15, 2026?",1408156.763288003,-0.14675399166086306,0.185,0.011594202898550727,0.008976217613164738,0.035,0.1725,-0.0024999999999999988,-0.037500000000000006,0.10372608564984045,0.022763719661122922,0.0406570009125012,0.8940517517623664,0.8042371798723689,0.9301705136548302,161.0,10.0,,False,0.0,False,False,0.03594250946322827,0.11683243492389554,0.6663611197564558,0.16607072779490717,2026-04-15T00:00:00Z
"Trump announces US x Iran ceasefire end by April 21, 2026?",1495880.394649999,-0.14474004091773351,0.21,0.20353982300884954,0.026715932913311695,0.09,0.16949999999999998,-0.08449999999999999,-0.1495,0.02000586024163373,0.007828324256316542,0.0213548185231539,0.7422650296509431,0.49144258622555953,0.919166899853713,222.0,10.0,,False,0.0,False,False,0.0440107452571697,0.07316029431910477,0.7969628672395497,0.19605864710674245,2026-04-21T00:00:00Z
Will James Talarico be the Democratic nominee for Senate in Texas?,3532609.927443,-0.14372941284494545,0.32499999999999996,0.05000000000000006,0.0076772844904973315,0.040000000000000036,0.09999999999999998,0.030000000000000027,0.025000000000000022,0.028225819514814458,0.009314307284193638,0.0304614823372043,0.7455928926982339,0.4916612543904765,0.9287877737378929,546.5,11.0,,False,0.0,False,False,0.061847417951399225,0.051059233542511316,0.8745329039108225,0.2238451059228395,2026-03-03T00:00:00Z
